Doelsoort;LfMD;Nr MD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend);HOR COH binnen de discipline (wat op hetzelfde moment gebeurt) Verplicht;HOR COH met andere disciplines (wat op hetzelfde moment gebeurt);HOR COH binnen de discipline (wat op hetzelfde moment gebeurt) suggestief;"Dit LP-doel komt net na [code]
(= voorgaande doel)";"Dit LP-doel komt net voor [code]
(= volgende doel)"
G;4-;7.1.8;4-7.1.8;7.3.GL1.3;L1.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen bewegingen afstemmen of aanpassen aan afstanden.;Stoppen voor een lijn, juist richten.;;;;;;
G;4-;7.1.8;4-7.1.8;7.3.GL2.3;L2.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen snel van richting veranderen binnen grote spelcontexten.;Tikspel in grote groep;;;;;;
G;4-;7.1.8;4-7.1.8;7.3.GL3.3;L3.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen hun ruimtelijke oriëntatie gebruiken om bewegingen doelgerichter en efficiënter te maken.;Vrije ruimte opzoeken, afstand vergroten.;;;;;;
G;4-;7.1.8;4-7.1.8;7.3.GL4.5;L4.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen in bewegingscontexten bewegingen afstemmen op de ruimte (positie, afstand, richting, bewegingsbaan) in gecontroleerde situaties.*;;;;;;;
MD;4-;7.1.8;4-7.1.8;7.3.MD;;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen in bewegingscontexten bewegingen afstemmen op de ruimte (positie, afstand, richting, bewegingsbaan) in gecontroleerde situaties.*;;;;;;;
G;6-;7.1.8;6-7.1.8;7.3.GL5.3;L5.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen zelf complexe ruimtelijke opstellingen ontwerpen en uitvoeren die vloeiend in elkaar passen.;Parcours opbouwen en uitproberen.;;;;;;
G;6-;7.1.8;6-7.1.8;7.3.GL6.5;L6.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen zich oriënteren en verplaatsen in complexe ruimtelijke contexten.;Positiespel in grote veldspelen, oriëntatieloop;;;;;;
G;6-;7.1.8;6-7.1.8;7.3.GL6.6;L6.;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen in bewegingscontexten bewegingen afstemmen op de ruimte (positie, afstand, richting, bewegingsbaan) in onvoorspelbare spelsituaties.*;;;;;;;
MD;6-;7.1.8;6-7.1.8;7.3.MD;;Psychomotorische competenties;Ruimteperceptie;;De leerlingen kunnen in bewegingscontexten bewegingen afstemmen op de ruimte (positie, afstand, richting, bewegingsbaan) in onvoorspelbare spelsituaties.*;;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF1.10;F1.;Psychomotorische competenties;Lateralisatie;;De leerling kan beide lichaamszijden gelijktijdig bewegen in reactie op prikkels.;Beweegt beide armen bij geluid, stampt met beide voeten, spant lichaam symmetrisch aan.;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF1.11;F1.;Psychomotorische competenties;Lateralisatie;;De leerling ervaart het eigen lichaam als geheel en kan alternerend bewegen.;Beweegt afwisselend benen, rolt links en rechts, zwaait armen om beurten.;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF2.13;F2.;Psychomotorische competenties;Lateralisatie;;De leerling kan één lichaamszijde afzonderlijk gebruiken bij grijpen of reiken.;Reikt met één hand, grijpt speelgoed links of rechts, gebruikt één hand om te onderzoeken.;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF2.14;F2.;Psychomotorische competenties;Lateralisatie;;De leerling kan een handeling van de ene zijde overnemen met de andere.;Wisselt voorwerp van hand, neemt taak over met andere hand, corrigeert greep.;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF3.16;F3.;Psychomotorische competenties;Lateralisatie;;De leerling kan beginnend over de lichaamsmiddellijn bewegen bij eenvoudige taken.;Reikt over midden om object te nemen, veegt tafel over midden, kruist handlijn.;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF3.17;F3.;Psychomotorische competenties;Lateralisatie;;De leerling kan beide handen gebruiken in complementaire handelingen.;Houdt voorwerp vast met één hand en manipuleert met andere, opent doos, scheurt papier.;;;;;;
P;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.PF3.18;F3.;Psychomotorische competenties;Lateralisatie;;De leerling kan kruisbewegingen uitvoeren vanuit de romp.;Raakt linkerknie met rechterhand, kruipt met gekruiste ledematen, draait romp bij bewegen.;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GJK.8;JK.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen de lichaamsmiddellijn oversteken in eenvoudige bewegingen.;Reikt over middenlijn, maakt tekenbeweging van links naar rechts.;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GK2.5;K2.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen doelgericht over de middenlijn reiken en bewegen.;Voorwerpen verplaatsen van links naar rechts.;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GK2.6;K2.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen beide lichaamszijden gecoördineerd inzetten bij ruimtelijke taken.;Fietst, klimt, gooit met afwisselende benen en armen.;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GK2.7;K2.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen enkelvoudige en complexere symmetrische bewegingen imiteren.;Imiteert dansbewegingen of oefeningen met armen/benen.;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GK3.10;K3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen bewegingen uitvoeren waarbij de middenlijn vlot en herhaaldelijk wordt overschreden.;;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GK3.11;K3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen de bovenste ledematen vrij en onafhankelijk van de romp bewegen.;Tekent of reikt zonder rompbeweging.;;;;;;
G;K-;7.1.10/7.1.5/7.1.9;K-7.1.10/7.1.5/7.1.9;7.3.GK3.12;K3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen taken uitvoeren waarbij beide lichaamszijden een verschillende maar samenwerkende functie hebben.;"Knipt papier: ene hand draait, andere knipt; bouwt met twee handen.";;;;;;
G;K-;7.1.5;K-7.1.5;7.3.GK3.13;K3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kennen hun voorkeurslichaamszijde.*;;;;;;;
G;K-;7.1.9;K-7.1.9;7.3.GK3.14;K3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen in bewegingscontexten een linker- of rechtervoorkeur tonen bij éénhandige taken.*;;;;;;;
G;K-;7.1.10;K-7.1.10;7.3.GK3.15;K3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen in bewegingscontexten waar tweehandigheid vereist is, een duidelijke taakverdeling tonen tussen het gebruik van de linker- en rechterhand.;;;;;;;
MD;K-;7.1.5;K-7.1.5;7.3.MD;;Psychomotorische competenties;Lateralisatie;;De kleuters kennen hun voorkeurslichaamszijde.*;;;;;;;
MD;K-;7.1.9;K-7.1.9;7.3.MD;;Psychomotorische competenties;Lateralisatie;;De kleuters kunnen in bewegingscontexten een linker- of rechtervoorkeur tonen bij éénhandige taken.*;;;;;;;
MD;K-;7.1.10;K-7.1.10;7.3.MD;;Psychomotorische competenties;Lateralisatie;;De kleuters kunnen in bewegingscontexten waar tweehandigheid vereist is, een duidelijke taakverdeling tonen tussen het gebruik van de linker- en rechterhand.;;;;;;;
G;4-;7.1.11;4-7.1.11;7.3.GL1.4;L1.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen links en recht onderscheiden op het eigen lichaam tijdens bewegingsopdrachten.;;;;;;;
G;4-;7.1.11;4-7.1.11;7.3.GL1.5;L1.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen hun voorkeurslichaamszijde functioneel gebruiken in bewegingsopdrachten.;Gooien met voorkeurshand, springen met afstootbeen.;;;;;;
G;4-;7.1.11;4-7.1.11;7.3.GL2.4;L2.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen bewegingen uitvoeren waarbij de linker- en rechterlichaamshelft doelgericht samenwerken.;;;;;;;
G;4-;7.1.11;4-7.1.11;7.3.GL2.5;L2.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen links en recht onderscheiden in relatie tot objecten, toestellen en medeleerlingen.;;;;;;;
G;4-;7.1.11;4-7.1.11;7.3.GL3.4;L3.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen hun lichaamsdelen gecoördineerd gebruiken in complexere bewegingen.;Samenhang tussen armen- en beenbeweging bij lopen en zwemmen.;;;;;;
G;4-;7.1.11;4-7.1.11;7.3.GL4.6;L4.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen in bewegingscontexten hun voorkeurshand en -voet efficiënt gebruiken.;;;;;;;
MD;4-;7.1.11;4-7.1.11;7.3.MD;;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen in bewegingscontexten hun voorkeurshand en -voet efficiënt gebruiken.;;;;;;;
G;6-;7.1.9;6-7.1.9;7.3.GL5.4;L5.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen hun lichaam bewust positioneren in relatie tot materiaal en anderen.;Plaats innemen in spel, houding bij vangen en werpen.;;;;;;
G;6-;7.1.9;6-7.1.9;7.3.GL5.5;L5.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen complexe lichaamsbewegingen differentiëren en benoemen.;Steunpunt wisselen, romp draaien, ledematen onafhankelijk bewegen.;;;;;;
G;6-;7.1.9;6-7.1.9;7.3.GL5.6;L5.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen hun gedrag, tempo en kracht afstemmen op de mogelijkheden van anderen binnen samenwerkingsgerichte bewegingsvormen.;Trekken en duwen, G-sport.;;;;;;
G;6-;7.1.9;6-7.1.9;7.3.GL6.7;L6.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen hun bewegingen zelfstandig variëren en aanpassen.;Houding veranderen voor meer stabiliteit of kracht.;;;;;;
G;6-;7.1.9;6-7.1.9;7.3.GL6.8;L6.;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen in bewegingscontexten hun voorkeurslichaamszijde ontwikkelen en gericht inzetten bij bewegingsactiviteiten.*;;;;;;;
MD;6-;7.1.9;6-7.1.9;7.3.MD;;Psychomotorische competenties;Lateralisatie;;De leerlingen kunnen in bewegingscontexten hun voorkeurslichaamszijde ontwikkelen en gericht inzetten bij bewegingsactiviteiten.*;;;;;;;
P;;;;7.4.PF1.1;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling verkent zijn dichte omgeving met nabijheidszintuigen.;Voelt aan eigen lichaam en materialen, ruikt nabij aangeboden geur, brengt voorwerp naar mond.;;;;;;
P;;;;7.4.PF1.2;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan zintuiglijke prikkels volgen binnen zijn/haar gezichtsveld, gehoor- en tastomvang.;Volgt beweging met ogen, draait hoofd naar geluid, reageert op aanraking.;;;;;;
P;;;;7.4.PF2.1;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling ervaart zintuiglijke stimulatie van nabij naar veraf en van onbewust naar bewust met toenemende aandacht.;Merkt prikkel op zonder zoeken, richt aandacht bewust, houdt prikkel langer vast.;;;;;;
P;;;;7.4.PF2.2;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling herkent vertrouwde en niet-vertrouwde prikkels en reageert erop.;Reageert anders op bekende stem, schrikt bij onbekend geluid, ontspant bij vertrouwde aanraking.;;;;;;
P;;;;7.4.PF2.3;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling neemt basale verschillen waar in smaak, temperatuur en textuur.;Reageert op warm/koud, proeft verschil zoet/zuur, voelt ruw vs. glad.;;;;;;
P;;;;7.4.PF2.4;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling merkt variatie in zintuiglijke prikkels op.;Onderscheidt luid/zacht, merkt verschil in toonhoogte, ziet variatie in kleur of reliëf.;;;;;;
P;;;;7.4.PF3.1;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan visuele, tactiele en auditieve informatie gebruiken bij eenvoudige exploratie- en sorteertaken.;Sorteert objecten op kleur of vorm, kiest materiaal op gevoel, volgt geluid bij zoeken.;;;;;;
P;;;;7.4.PF3.2;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling neemt waar met toenemende aandacht voor details en het geheel.;Kijkt gericht naar onderdelen, overziet geheel van materiaal, wisselt focus tussen detail en geheel.;;;;;;
S;;;;7.4.SF4.1;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling neem gericht waar door tijd te nemen om te kijken, luisteren, tasten, ruiken en proeven en hier taal aan te koppelen.;Beschrijft wat hij ziet, benoemt geluid, zegt: 'Lekker!' of 'Niet lekker.';;;;;;
S;;;;7.4.SF4.2;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan taal geven aan zijn/haar waarneming.;"Benoemt kleur of geluid, gebruikt gebaar of pictogram, vergelijkt hard/zacht;";;;;;;
S;;;;7.4.SF4.3;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan zintuiglijke informatie gebruiken in spel en taakuitvoering.;Kiest passend materiaal, past handelen aan na voelen, gebruikt zintuigen doelgericht in spel.;;;;;;
S;;;;7.4.SF4.4;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan zintuiglijke informatie bewust opnemen, verwerken en toepassen.;Plant handeling na kijken, past aanpak aan, gebruikt feedback om bij te sturen.;;;;;;
S;;;;7.4.SF4.5;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan informatie uit zijn waarnemingsgeheugen ophalen en vergelijken met een huidige waarneming.;Herkent verschil met vorige keer, vergelijkt smaken, merkt verandering op.;;;;;;
S;;;;7.4.SF5.1;F5.;Zintuiglijke competenties;Zintuiglijke waarneming;Algemeen;De leerling kan zintuiglijke ervaringen analyseren en bewust inzetten in sociale situaties en leren.;Past gedrag aan omgeving aan, gebruikt waarneming in gesprek, kiest strategie op basis van prikkels.;;;;;;
P;;;;7.4.PF1.3;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling herkent vertrouwde geluiden en stemgeluiden.;Wordt rustiger bij vertrouwde stem, reageert op stem van ouder/leerkracht, stopt kort met bewegen bij herkenbaar geluid.;;;;;;
P;;;;7.4.PF1.4;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling reageert op plotselinge of opvallende geluiden in de omgeving.;Schrikt (startle), knippert met ogen, verandert ademhaling of mimiek bij luid geluid.;;;;;;
P;;;;7.4.PF1.5;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan zich oriënteren naar een geluid door te luisteren.;Draait hoofd/ogen naar stem, zoekt de bron van een rammelaar, verstilt en luistert bij geluid.;;;;;;
P;;;;7.4.PF1.6;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling ervaart verschillen tussen stilte en geluid.;Wordt alerter bij geluid, ontspant bij stilte, reageert op begin/einde van muziek.;;;;;;
P;;;;7.4.PF2.5;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling luistert naar eenvoudige geluiden of muziek en reageert erop.;Kijkt op bij muziek, lacht of vocaliseert, wiegt mee op tempo.;;;;;;
P;;;;7.4.PF2.6;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan een geluidbron op korte afstand lokaliseren.;Draait naar rammelaar links/rechts, kruipt naar geluidsbron, zoekt waar de stem vandaan komt.;;;;;;
P;;;;7.4.PF2.7;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan auditieve signalen gebruiken om een eenvoudige handeling te starten of te stoppen.;Start bij belsignaal, stopt bij ‘stop’/klap, reageert op begin- en eindsignaal van routine.;;;;;;
P;;;;7.4.PF2.8;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan klanken of geluiden nadoen in interactie.;;;;;;;
P;;;;7.4.PF3.3;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan geluiden onderscheiden en lokaliseren.;Wijst naar juiste geluidsbron, zoekt geluid achter zich, kiest rammelaar i.p.v. bel.;;;;;;
P;;;;7.4.PF3.4;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling herkent auditieve verschillen binnen een vertrouwde context.;Reageert anders op stem vs. Muziek, herkent dierengeluid in spel, onderscheidt luid/zacht in activiteit.;;;;;;
P;;;;7.4.PF3.5;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan gericht luisteren naar een korte auditieve boodschap of aanwijzing.;Kijkt naar spreker bij naam, voert ‘kom’/‘stop’ uit, reageert op ‘nog één’ in spel of routine.;;;;;;
P;;;;7.4.PF3.6;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling herkent een eenvoudig auditief patroon en kan dit herhalen.;Klap-klap, pauze, tik-tik, herhaalt ritme op trommel.;;;;;;
S;;;;7.4.SF4.6;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan auditieve informatie selecteren binnen een activiteit.;Luistert naar leerkracht ondanks achtergrondgeluid, richt aandacht op verhaal, volgt auditieve aanwijzing.;;;;;;
S;;;;7.4.SF4.7;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan auditieve informatie koppelen aan betekenis en context.;Herkent signaal van routine, koppelt bel aan opruimen, begrijpt stemintonatie (blij/boos).;;;;;;
S;;;;7.4.SF4.8;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Horen;De leerling kan gericht auditieve prikkels opnemen, verwerken en weergeven.;Luistert naar korte instructie, herhaalt een woord/klank, reageert passend op vraag.;;;;;;
P;;;;7.4.PF1.7;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling ervaart smaken via voeding of voorwerpen in de mond.;Reageert op zoet/zuur/bitter (mimiek), zuigt anders bij smaak, accepteert of weigert.;;;;;;
P;;;;7.4.PF1.8;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling kan orale prikkels toelaten en verdragen tijdens voeding.;Houdt speen/fles in mond, verdraagt lepelcontact, toont minder stress bij mondaanraking.;;;;;;
P;;;;7.4.PF2.9;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling verkent verschillende smaken en texturen.;Proeft nieuwe puree, onderzoekt met tong, speelt met voedsel in mond.;;;;;;
P;;;;7.4.PF2.10;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling ervaart verschillen in textuur en reageert erop.;Spuwt brokjes uit, kauwt op zacht stukje, reageert op korrelig vs. glad.;;;;;;
P;;;;7.4.PF2.11;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling toont interesse in proeven door zelf initiatief te nemen.;Reikt naar eten, brengt voorwerp naar mond, opent mond bij aanbieden.;;;;;;
P;;;;7.4.PF3.7;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling kan voorkeur tonen voor bepaalde smaken of voedingsmiddelen.;Kiest favoriete smaak, weigert minder gewenste, vraagt opnieuw (nog) bij voorkeur.;;;;;;
P;;;;7.4.PF3.8;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling kan proeven gebruiken om keuzes te maken tussen twee opties.;Wijst/kiest tussen twee hapjes, neemt gewenste beker, schuift niet-gewenst weg.;;;;;;
P;;;;7.4.PF3.9;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling kan nieuwe smaken of texturen verkennen met ondersteuning.;Probeert één hapje nieuw, tolereert gemengde textuur, herneemt na modeling.;;;;;;
S;;;;7.4.SF4.9;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling kan smaken en texturen vergelijken en hierover communiceren op eigen niveau.;Zegt/gebaart ‘lekker’ of ‘niet lekker’, toont voorkeur via keuze, gebruikt pictogram voor ‘meer' en 'stop’.;;;;;;
S;;;;7.4.SF4.10;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Proeven;De leerling kan zijn/haar proefvoorkeuren afstemmen op context en afspraken.;Proeft op beurt, stopt bij ‘klaar’, kiest passend binnen aangeboden opties.;;;;;;
P;;;;7.4.PF1.9;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling neemt geuren waar.;;;;;;;
P;;;;7.4.PF1.10;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling reageert op geuren.;Verandert mimiek bij geur, draait hoofd weg of naar geur, wordt rustiger of alerter bij bekende geur.;;;;;;
P;;;;7.4.PF1.11;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling ervaart verschillen tussen aangename en onaangename geuren.;Grimast bij sterke geur, ontspant bij vertrouwde geu, reageert verschillend op geurwissel.;;;;;;
P;;;;7.4.PF2.12;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling toont interesse in nieuwe geuren.;Snuffelt aan aangeboden materiaal, brengt object naar neus, blijft bij geur staan.;;;;;;
P;;;;7.4.PF2.13;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling verkent geuren actief binnen een veilige context.;Ruikt aan eten, onderzoekt geurend speelgoed, reageert nieuwsgierig op nieuwe geur.;;;;;;
P;;;;7.4.PF3.10;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling kan geuren koppelen aan gebeurtenissen.;Herkent geur van eten, anticipeert bij vertrouwde geur, koppelt geur aan verzorgingsmoment.;;;;;;
P;;;;7.4.PF3.11;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling kan geuren gebruiken als voorspellende prikkel binnen routines.;Gaat richting tafel bij etensgeur, wordt rustiger bij vertrouwde verzorgingsgeur, toont verwachting.;;;;;;
P;;;;7.4.PF3.12;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling kan een geur aan de geurbron koppelen.;Vieze pamper en slechte geur, bloem en de geur van een bloem, wc-verfrisser en de geur die het verspreidt.;;;;;;
P;;;;7.4.PF3.13;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling kan met ondersteuning geurbronnen aanduiden.;Kiest juiste geur, onderscheidt twee aangeboden geuren en wijst op vraag de juiste aan.;;;;;;
S;;;;7.4.SF4.11;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Ruiken;De leerling kan met ondersteuning geuren benoemen of aanduiden.;Kiest juiste geur, benoemt via woord/gebaar/pictogram, onderscheidt twee aangeboden geuren.;;;;;;
P;;;;7.4.PF1.12;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling vindt basiscomfort in lichamelijk contact.;Ontspant bij handmassage, wordt rustiger bij aanraking, toont welbehagen bij nabijheid.;;;;;;
P;;;;7.4.PF1.13;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling verdraagt aanraking op verschillende lichaamsdelen tijdens verzorging.;Laat handen wassen, verdraagt tanden poetsen, laat haren kammen.;;;;;;
P;;;;7.4.PF2.14;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling kan tactiele informatie gebruiken bij exploratie.;Voelt met handen, betast objecten, verkent materiaal via aanraking.;;;;;;
P;;;;7.4.PF2.15;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling kan verschillende soorten tactiele materialen verkennen, onderscheiden en verdragen.;Accepteert handdoek, verdraagt kleding, speelt met water, zand of schuim.;;;;;;
P;;;;7.4.PF2.16;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling reageert op verschillen in tactiele prikkels.;Trekt hand terug bij koud, blijft aanraken bij zacht, reageert anders op nat/droog.;;;;;;
P;;;;7.4.PF3.14;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling kan voorkeur tonen voor bepaalde tactiele prikkels.;Zoekt favoriete textuur, vermijdt onaangename prikkel, kiest bepaald materiaal.;;;;;;
P;;;;7.4.PF3.15;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling kan tactiele prikkels doelgericht inzetten binnen een activiteit.;Gebruikt handen om materiaal te verkenne, past aanraking aan taak aan, manipuleert met controle.;;;;;;
S;;;;7.4.SF4.12;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Voelen;De leerling kan zelf tactiele prikkels opzoeken en gebruiken in spel.;Tast, kneedt, voelt, manipuleert met verschillende materialen.;;;;;;
P;;;;7.4.PF1.14;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan contrastrijke voorwerpen fixeren en volgen met de ogen.;Fixeert zwart-wit patronen, volgt bewegend voorwerp, kijkt naar contrastrijke gezichten.;;;;;;
P;;;;7.4.PF1.15;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan kort zijn/haar aandacht richten op een persoon of voorwerp dat zich in zijn/haar gezichtsveld bevindt.;Kijkt naar gezicht van volwassene, richt blik op aangeboden object, houdt kort oogcontact.;;;;;;
P;;;;7.4.PF1.16;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan het verdwijnen van een voorwerp of persoon visueel volgen met de ogen of het hoofd.;Volgt wegbewegende hand, draait hoofd bij verdwijnen, kijkt naar plaats waar object was.;;;;;;
P;;;;7.4.PF1.17;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling reageert op beweging in zijn/haar gezichtsveld.;Kijkt naar bewegend object, verandert blik bij beweging, volgt passerende persoon.;;;;;;
P;;;;7.4.PF1.18;F1.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling onderscheidt visuele prikkels van achtergrondprikkels op ervaringsniveau.;Richt blik op opvallend object, negeert achtergrond, kijkt langer naar relevant beeld.;;;;;;
P;;;;7.4.PF2.17;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele prikkels gebruiken om te reiken of zich te verplaatsen.;Reikt naar zichtbaar speelgoed, kruipt naar object, beweegt richting persoon.;;;;;;
P;;;;7.4.PF2.18;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling herkent vertrouwde personen of objecten op afstand.;Lacht naar vertrouwde volwassene, kijkt gericht naar bekend object, reageert op gekend gezicht.;;;;;;
P;;;;7.4.PF2.19;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele informatie gebruiken om zijn/haar beweging te sturen.;Past looprichting aan, stopt voor obstakel, beweegt rond object.;;;;;;
